ID§age§job§marital§education§default§balance§housing§loan§contact§day§month§campaign§pdays§previous§poutcome§y
3§§entrepreneur§married§secondary§no§2,0§yes§yes§unknown§5§may§1,0§-1,0§0§unknown§
29007§32,0§admin.§divorced§secondary§no§714,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29016§60,0§technician§married§secondary§no§216,0§yes§yes§cellular§2§feb§1,0§-1,0§0§unknown§
29020§39,0§technician§married§secondary§no§186,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29021§42,0§blue-collar§married§primary§no§199,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29027§35,0§blue-collar§single§secondary§no§278,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29032§§blue-collar§married§secondary§no§123,0§yes§no§cellular§2§feb§1,0§241,0§3§failure§
29033§45,0§self-employed§married§tertiary§no§430,0§yes§no§cellular§2§feb§1,0§206,0§2§failure§
29036§54,0§technician§married§secondary§no§306,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29037§59,0§retired§single§secondary§no§2,0§no§no§telephone§2§feb§1,0§-1,0§0§unknown§
29041§60,0§technician§married§secondary§no§358,0§no§no§cellular§2§feb§1,0§216,0§2§failure§
29047§31,0§unemployed§divorced§tertiary§no§256,0§yes§no§cellular§2§feb§1,0§201,0§2§success§
29049§49,0§blue-collar§married§primary§no§0,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29057§28,0§student§single§secondary§no§330,0§no§no§telephone§2§feb§1,0§-1,0§0§unknown§
29059§32,0§services§married§secondary§no§289,0§yes§no§cellular§2§feb§1,0§257,0§2§failure§
29061§§entrepreneur§married§secondary§no§583,0§yes§no§cellular§2§feb§1,0§258,0§2§failure§
29062§58,0§admin.§divorced§secondary§no§0,0§yes§no§cellular§2§feb§1,0§229,0§5§other§
29063§31,0§management§married§tertiary§no§197,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29065§43,0§management§divorced§secondary§no§51,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29067§38,0§services§married§secondary§no§304,0§no§yes§cellular§2§feb§1,0§214,0§1§failure§
29072§56,0§technician§married§secondary§no§778,0§no§no§cellular§2§feb§2,0§208,0§1§failure§
29076§56,0§blue-collar§married§secondary§no§659,0§yes§no§cellular§2§feb§1,0§188,0§3§failure§
29081§53,0§management§married§secondary§no§478,0§yes§no§cellular§2§feb§1,0§264,0§2§failure§
29085§46,0§entrepreneur§married§primary§no§0,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29091§60,0§management§married§primary§no§92,0§no§no§telephone§2§feb§1,0§-1,0§0§unknown§
29092§32,0§services§single§secondary§no§6857,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29097§53,0§management§married§primary§no§798,0§yes§no§telephone§2§feb§1,0§217,0§2§failure§
29100§54,0§self-employed§married§secondary§no§534,0§yes§no§cellular§2§feb§1,0§188,0§4§failure§
29102§31,0§unemployed§single§secondary§no§284,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29105§31,0§technician§divorced§secondary§no§304,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29109§46,0§management§married§tertiary§no§587,0§no§no§telephone§2§feb§1,0§-1,0§0§unknown§
29110§27,0§student§single§secondary§no§1411,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29114§28,0§technician§single§tertiary§no§-481,0§yes§yes§cellular§2§feb§1,0§-1,0§0§unknown§
29119§37,0§management§married§tertiary§no§767,0§no§yes§cellular§2§feb§1,0§-1,0§0§unknown§
29120§29,0§unemployed§single§secondary§no§875,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29123§29,0§technician§single§secondary§no§120,0§no§no§cellular§2§feb§3,0§-1,0§0§unknown§
29125§33,0§technician§single§secondary§no§1327,0§yes§no§cellular§2§feb§7,0§-1,0§0§unknown§
29127§42,0§self-employed§single§secondary§no§924,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29134§34,0§management§married§tertiary§no§926,0§no§yes§cellular§2§feb§2,0§-1,0§0§unknown§
29135§§services§married§secondary§no§8876,0§no§no§cellular§2§feb§1,0§75,0§1§failure§
29136§31,0§admin.§single§tertiary§no§5,0§no§yes§cellular§2§feb§1,0§206,0§1§failure§
29142§44,0§unemployed§single§tertiary§no§7822,0§yes§no§telephone§2§feb§1,0§-1,0§0§unknown§
29143§59,0§blue-collar§married§primary§no§0,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29148§41,0§blue-collar§divorced§secondary§no§-224,0§yes§no§cellular§2§feb§2,0§-1,0§0§unknown§
29150§54,0§unemployed§divorced§secondary§no§6745,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29151§38,0§self-employed§married§secondary§no§290,0§yes§no§cellular§2§feb§1,0§258,0§1§failure§
29152§46,0§housemaid§married§primary§no§0,0§no§no§telephone§2§feb§1,0§-1,0§0§unknown§
29154§55,0§management§married§primary§no§621,0§no§yes§cellular§2§feb§1,0§208,0§1§failure§
29155§33,0§management§single§tertiary§no§474,0§yes§no§cellular§2§feb§1,0§179,0§3§failure§
29156§36,0§admin.§married§secondary§no§131,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29168§§admin.§single§secondary§no§1027,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29173§§admin.§married§secondary§no§56,0§yes§no§cellular§2§feb§1,0§258,0§1§other§
29178§40,0§services§married§secondary§no§683,0§yes§no§cellular§2§feb§2,0§-1,0§0§unknown§
29182§60,0§retired§married§primary§no§174,0§yes§yes§cellular§2§feb§2,0§252,0§1§failure§
29184§36,0§management§married§tertiary§no§82,0§no§no§cellular§2§feb§1,0§178,0§4§success§
29199§28,0§management§single§tertiary§no§224,0§yes§no§cellular§2§feb§3,0§-1,0§0§unknown§
29200§31,0§technician§single§tertiary§no§1625,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29202§43,0§management§married§secondary§yes§16,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29203§60,0§retired§married§tertiary§no§2557,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29206§27,0§student§single§secondary§no§1625,0§no§no§cellular§2§feb§5,0§-1,0§0§unknown§
29207§36,0§blue-collar§married§secondary§no§-42,0§no§yes§cellular§2§feb§2,0§193,0§2§other§
29209§33,0§admin.§married§secondary§no§3519,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29211§§management§married§tertiary§no§0,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29215§59,0§management§married§tertiary§no§3401,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29225§42,0§management§married§secondary§no§0,0§yes§yes§cellular§2§feb§1,0§-1,0§0§unknown§
29228§35,0§services§married§secondary§no§630,0§yes§no§cellular§2§feb§1,0§271,0§2§failure§
29229§§unemployed§single§tertiary§no§0,0§no§no§telephone§2§feb§1,0§-1,0§0§unknown§
29231§57,0§admin.§married§secondary§no§567,0§yes§no§cellular§2§feb§2,0§265,0§3§other§
29232§33,0§entrepreneur§married§tertiary§no§606,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29234§26,0§student§single§secondary§no§5569,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29235§41,0§management§married§secondary§no§0,0§yes§no§cellular§2§feb§2,0§264,0§1§other§
29237§43,0§blue-collar§married§secondary§no§1109,0§yes§no§cellular§2§feb§3,0§264,0§2§failure§
29241§45,0§unemployed§married§primary§no§0,0§yes§no§cellular§2§feb§2,0§-1,0§0§unknown§
29242§§admin.§divorced§secondary§no§485,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29249§39,0§management§married§unknown§no§1253,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29251§27,0§admin.§single§tertiary§no§43,0§no§no§cellular§2§feb§3,0§-1,0§0§unknown§
29262§§retired§divorced§primary§no§46,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29264§75,0§retired§married§primary§no§3324,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29267§30,0§technician§single§secondary§no§57,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29275§57,0§management§married§secondary§no§123,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29276§37,0§management§single§tertiary§no§230,0§yes§yes§cellular§2§feb§2,0§272,0§1§failure§
29279§35,0§technician§married§tertiary§no§1526,0§yes§no§cellular§2§feb§2,0§217,0§4§failure§
29280§41,0§services§divorced§secondary§no§-376,0§yes§no§cellular§2§feb§3,0§238,0§9§other§
29281§33,0§admin.§married§secondary§no§482,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29282§31,0§management§married§tertiary§no§4015,0§yes§no§cellular§2§feb§2,0§241,0§3§other§
29284§38,0§unemployed§single§secondary§no§2876,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29291§31,0§technician§married§secondary§no§671,0§no§no§cellular§2§feb§2,0§175,0§2§failure§
29298§67,0§retired§married§tertiary§no§2841,0§no§no§cellular§2§feb§1,0§-1,0§0§unknown§
29299§53,0§management§married§tertiary§no§1759,0§no§no§cellular§2§feb§3,0§-1,0§0§unknown§
29302§46,0§technician§married§unknown§no§304,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29305§38,0§admin.§single§secondary§no§569,0§yes§yes§cellular§2§feb§2,0§272,0§2§failure§
29306§28,0§management§single§tertiary§no§233,0§no§no§telephone§2§feb§2,0§-1,0§0§unknown§
29307§41,0§management§single§tertiary§no§601,0§yes§yes§cellular§2§feb§2,0§-1,0§0§unknown§
29312§34,0§technician§married§secondary§no§4,0§yes§no§cellular§2§feb§2,0§263,0§1§failure§
29317§27,0§technician§single§unknown§no§0,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29320§49,0§blue-collar§married§primary§no§4,0§yes§yes§cellular§2§feb§2,0§-1,0§0§unknown§
29325§§management§married§tertiary§no§13297,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29329§32,0§management§single§tertiary§no§739,0§yes§no§cellular§2§feb§2,0§-1,0§0§unknown§
29330§31,0§management§divorced§tertiary§no§0,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29332§46,0§blue-collar§married§primary§no§977,0§no§yes§telephone§2§feb§3,0§-1,0§0§unknown§
29334§41,0§blue-collar§divorced§primary§no§320,0§yes§no§cellular§2§feb§2,0§252,0§1§failure§
29337§28,0§management§single§tertiary§no§-328,0§yes§no§telephone§2§feb§2,0§-1,0§0§unknown§
29338§§management§married§primary§no§73,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29340§36,0§admin.§married§secondary§no§304,0§yes§no§cellular§2§feb§3,0§-1,0§0§unknown§
29346§28,0§admin.§married§secondary§no§629,0§no§no§cellular§2§feb§4,0§-1,0§0§unknown§
29351§47,0§entrepreneur§divorced§secondary§no§186,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29352§37,0§self-employed§divorced§secondary§no§1082,0§no§no§cellular§2§feb§3,0§5,0§5§other§
29354§55,0§blue-collar§married§primary§no§145,0§no§no§telephone§2§feb§3,0§5,0§2§other§
29355§53,0§blue-collar§divorced§primary§no§-1,0§yes§no§cellular§2§feb§3,0§5,0§1§other§
29357§35,0§management§single§unknown§no§342,0§no§yes§cellular§2§feb§4,0§-1,0§0§unknown§
29363§50,0§technician§divorced§secondary§no§8,0§no§no§cellular§2§feb§2,0§5,0§1§other§
29364§§management§married§tertiary§no§40,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29366§46,0§technician§married§secondary§no§317,0§yes§yes§cellular§2§feb§7,0§250,0§1§failure§
29369§65,0§retired§married§tertiary§no§1948,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29373§35,0§admin.§married§secondary§no§287,0§yes§no§cellular§2§feb§3,0§245,0§8§failure§
29376§55,0§admin.§single§secondary§yes§986,0§no§yes§cellular§2§feb§3,0§-1,0§0§unknown§
29377§28,0§unemployed§married§primary§no§7459,0§yes§no§cellular§2§feb§5,0§269,0§2§failure§
29382§50,0§technician§divorced§secondary§no§0,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29392§29,0§management§single§tertiary§no§2439,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29394§42,0§management§married§tertiary§no§11093,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29396§§management§single§tertiary§no§112,0§yes§no§cellular§2§feb§2,0§271,0§1§failure§
29398§37,0§management§married§tertiary§no§4089,0§yes§no§cellular§2§feb§2,0§174,0§4§other§
29400§42,0§blue-collar§married§primary§no§718,0§no§no§cellular§2§feb§2,0§-1,0§0§unknown§
29401§45,0§technician§married§secondary§no§0,0§yes§yes§telephone§2§feb§2,0§208,0§1§failure§
29402§54,0§management§married§tertiary§no§67,0§yes§no§cellular§2§feb§3,0§73,0§1§other§
29406§42,0§services§married§primary§no§124,0§yes§no§cellular§2§feb§2,0§262,0§2§failure§
29407§29,0§technician§single§secondary§no§286,0§no§no§telephone§2§feb§2,0§-1,0§0§unknown§
29408§33,0§services§divorced§secondary§no§69,0§yes§no§cellular§2§feb§2,0§-1,0§0§unknown§
29409§33,0§management§single§tertiary§no§153,0§yes§no§cellular§2§feb§1,0§-1,0§0§unknown§
29419§26,0§services§single§tertiary§no§2803,0§no§no§cellular§3§feb§7,0§-1,0§0§unknown§
29421§33,0§management§married§tertiary§no§644,0§yes§yes§cellular§3§feb§2,0§271,0§2§failure§
29425§60,0§services§married§secondary§no§594,0§yes§no§cellular§3§feb§7,0§265,0§5§other§
29426§33,0§management§married§tertiary§no§0,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29432§31,0§blue-collar§married§tertiary§no§433,0§no§yes§cellular§3§feb§1,0§-1,0§0§unknown§
29435§31,0§admin.§single§secondary§no§8626,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29437§51,0§services§married§secondary§no§867,0§yes§no§cellular§3§feb§2,0§211,0§3§failure§
29440§40,0§admin.§single§secondary§no§5061,0§no§yes§cellular§3§feb§2,0§-1,0§0§unknown§
29443§§technician§married§secondary§no§197,0§no§yes§cellular§3§feb§2,0§222,0§3§other§
29444§34,0§services§married§primary§no§285,0§yes§no§cellular§3§feb§4,0§-1,0§0§unknown§
29447§37,0§housemaid§married§secondary§no§12939,0§yes§yes§cellular§3§feb§3,0§202,0§9§failure§
29455§25,0§admin.§single§secondary§no§483,0§no§yes§cellular§3§feb§1,0§-1,0§0§unknown§
29457§35,0§services§married§secondary§no§1659,0§yes§no§cellular§3§feb§3,0§215,0§1§failure§
29458§50,0§technician§married§tertiary§no§199,0§yes§yes§cellular§3§feb§2,0§253,0§1§failure§
29460§58,0§retired§married§primary§no§3401,0§yes§no§cellular§3§feb§3,0§265,0§2§failure§
29462§31,0§management§single§tertiary§no§2915,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29464§32,0§admin.§single§unknown§no§393,0§no§no§cellular§3§feb§2,0§-1,0§0§unknown§
29469§§admin.§single§tertiary§no§282,0§yes§yes§cellular§3§feb§1,0§-1,0§0§unknown§
29472§43,0§blue-collar§married§secondary§yes§128,0§yes§no§cellular§3§feb§1,0§-1,0§0§unknown§
29480§33,0§technician§single§tertiary§no§390,0§yes§no§cellular§3§feb§1,0§256,0§1§failure§
29481§29,0§technician§single§tertiary§no§323,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29484§29,0§student§single§tertiary§no§246,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29487§35,0§unemployed§single§primary§no§483,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29488§26,0§unemployed§single§tertiary§no§2170,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29490§51,0§technician§divorced§secondary§no§1096,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29492§56,0§blue-collar§married§primary§no§151,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29496§33,0§self-employed§married§tertiary§no§483,0§yes§no§cellular§3§feb§2,0§-1,0§0§unknown§
29506§54,0§technician§divorced§secondary§no§2156,0§yes§no§cellular§3§feb§1,0§195,0§4§failure§
29508§56,0§unemployed§married§primary§no§5496,0§yes§no§cellular§3§feb§3,0§-1,0§0§unknown§
29509§65,0§retired§married§tertiary§no§1153,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29517§31,0§admin.§single§secondary§no§757,0§no§no§cellular§3§feb§2,0§-1,0§0§unknown§
29521§43,0§technician§married§tertiary§no§0,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
29525§54,0§management§married§tertiary§no§1303,0§no§no§cellular§3§feb§1,0§-1,0§0§unknown§
